2015.007	102.0	0.0	7.3
2015.010	105.0	0.0	9.1
2015.012	88.0	0.0	8.2
2015.015	89.0	0.0	6.9
2015.018	103.0	0.0	9.7
2015.021	99.0	0.0	5.7
2015.023	111.0	0.0	8.8
2015.026	106.0	0.0	5.4
2015.029	122.0	0.0	8.0
2015.032	124.0	0.0	12.0
2015.034	101.0	0.0	7.3
2015.037	80.0	0.0	6.1
2015.040	59.0	0.0	4.9
2015.042	52.0	0.0	4.6
2015.045	40.0	0.0	3.0
2015.048	68.0	0.0	4.4
2015.051	66.0	0.0	3.6
2015.053	56.0	0.0	5.2
2015.056	43.0	0.0	3.9
2015.059	50.0	0.0	2.2
2015.062	60.0	0.0	4.5
2015.064	59.0	0.0	4.4
2015.067	62.0	0.0	5.6
2015.070	109.0	0.0	7.0
2015.073	126.0	0.0	8.4
2015.075	141.0	0.0	6.3
2015.078	146.0	0.0	12.2
2015.081	153.0	0.0	6.9
2015.084	138.0	0.0	10.6
2015.086	113.0	0.0	7.3
2015.089	93.0	0.0	6.5
2015.092	89.0	0.0	4.9
2015.095	96.0	0.0	6.3
2015.097	93.0	0.0	7.9
2015.100	89.0	0.0	4.4
2015.103	76.0	0.0	4.9
2015.106	84.0	0.0	5.8
2015.108	88.0	0.0	4.8
2015.111	84.0	0.0	6.0
2015.114	60.0	0.0	5.3
2015.117	51.0	0.0	3.1
2015.119	62.0	0.0	3.6
2015.122	53.0	0.0	3.7
2015.125	65.0	0.0	5.9
2015.127	41.0	0.0	2.3
2015.130	39.0	0.0	3.3
2015.133	87.0	0.0	4.1
2015.136	89.0	0.0	8.1
2015.138	64.0	0.0	4.7
2015.141	58.0	0.0	4.8
2015.144	43.0	0.0	3.2
2015.147	46.0	0.0	3.4
2015.149	44.0	0.0	3.4
2015.152	21.0	0.0	1.7
2015.155	22.0	0.0	1.4
2015.158	58.0	0.0	4.8
2015.160	60.0	0.0	4.3
2015.163	65.0	0.0	5.4
2015.166	52.0	0.0	3.9
2015.169	42.0	0.0	1.9
2015.172	37.0	0.0	3.2
2015.174	26.0	0.0	2.5
2015.177	35.0	0.0	1.9
2015.180	17.0	0.0	1.3
2015.183	28.0	0.0	1.9
2015.185	23.0	0.0	2.1
2015.188	27.0	0.0	1.6
2015.191	44.0	0.0	3.5
2015.194	56.0	0.0	4.0
2015.196	76.0	0.0	5.8
2015.199	55.0	0.0	4.7
2015.202	53.0	0.0	4.5
2015.204	46.0	0.0	4.4
2015.207	38.0	0.0	3.3
2015.210	41.0	0.0	2.3
2015.213	49.0	0.0	3.3
2015.215	20.0	0.0	1.5
2015.218	26.0	0.0	2.0
2015.221	81.0	0.0	6.7
2015.224	99.0	0.0	8.2
2015.226	108.0	0.0	5.9
2015.229	99.0	0.0	6.7
2015.232	105.0	0.0	8.9
2015.235	101.0	0.0	7.7
2015.237	81.0	0.0	3.9
2015.240	72.0	0.0	6.8
2015.243	51.0	0.0	2.7
2015.246	38.0	0.0	2.0
2015.248	43.0	0.0	3.2
2015.251	35.0	0.0	3.0
2015.254	35.0	0.0	2.0
2015.257	54.0	0.0	3.9
2015.259	55.0	0.0	4.3
2015.262	53.0	0.0	3.5
2015.265	51.0	0.0	4.8
2015.268	43.0	0.0	3.0
2015.270	47.0	0.0	4.1
2015.273	41.0	0.0	3.4
2015.276	59.0	0.0	1.2
2015.279	86.0	0.0	7.7
2015.281	103.0	0.0	10.2
2015.284	105.0	0.0	8.1
2015.287	96.0	0.0	8.3
2015.289	100.0	0.0	9.8
2015.292	117.0	0.0	8.5
2015.295	140.0	0.0	13.2
2015.298	137.0	0.0	13.3
2015.300	128.0	0.0	11.9
2015.303	127.0	0.0	10.2
2015.306	138.0	0.0	12.0
2015.309	117.0	0.0	10.1
2015.311	83.0	0.0	6.2
2015.314	69.0	0.0	6.2
2015.317	65.0	0.0	5.3
2015.320	47.0	0.0	4.5
2015.322	41.0	0.0	4.0
2015.325	30.0	0.0	2.1
2015.328	15.0	0.0	0.9
2015.330	19.0	0.0	0.9
2015.333	34.0	0.0	2.2
2015.336	44.0	0.0	3.8
2015.339	103.0	0.0	6.3
2015.341	104.0	0.0	5.5
2015.344	124.0	0.0	10.7
2015.347	145.0	0.0	12.9
2015.350	150.0	0.0	10.1
2015.352	139.0	0.0	10.6
2015.355	163.0	0.0	11.4
2015.358	163.0	0.0	10.8
2015.361	165.0	0.0	14.6
2015.363	172.0	0.0	13.6
