MONTHLY SUNSPOT NUMBER DATA downloaded from HVO: 
column 1 - Date in fraction of year. 
column 2 - Monthly total sunspot number.
column 3 - Monthly mean standard deviation of the input sunspot numbers from individual stations.

2017.287	32.3	3.7
2017.369	18.9	1.8
2017.454	19.2	1.4
2017.536	17.8	2.6
2017.621	32.6	2.9
2017.706	43.7	4.1
2017.788	13.2	1.0
2017.873	5.7	0.5
2017.955	8.2	1.2
2018.040	6.8	1.5
2018.125	10.7	1.1
2018.202	2.5	0.4
2018.287	8.9	1.3
2018.369	13.1	1.6
2018.454	15.6	1.6
2018.536	1.6	0.6
2018.621	8.7	1.0
2018.706	3.3	0.6
2018.788	4.9	1.2
2018.873	4.9	0.6
2018.955	3.1	0.5
2019.040	7.7	0.8
2019.125	0.8	0.1
2019.202	9.4	1.0
2019.287	9.1	0.7
2019.369	9.9	0.7
2019.454	1.2	0.7
2019.536	0.9	0.2
2019.621	0.5	0.1
2019.706	1.1	0.3
2019.788	0.4	0.1
2019.873	0.5	0.1
2019.955	1.5	0.5
2020.040	6.2	0.7
2020.125	0.2	0.1
2020.204	1.5	0.1
2020.289	5.4	0.6
2020.371	0.2	0.1
2020.455	5.8	0.5
