Date,HRMS (day)
1988.127,118.263
1988.130,118.839
1988.133,118.576
1988.136,119.206
1988.138,119.509
1988.141,116.106
1988.144,116.855
1988.147,117.741
1988.149,117.156
1988.152,118.005
1988.155,118.59
1988.158,118.861
1988.160,118.839
1988.165,118.85
1988.168,119.097
1988.171,118.773
1988.174,118.703
1988.176,118.596
1988.179,118.921
1988.182,119.313
1988.185,119.073
1988.187,118.666
1988.190,118.589
1988.193,119.105
1988.196,119.089
1988.198,118.881
1988.201,118.878
1988.204,118.815
1988.206,119.461
1988.209,119.367
1988.212,119.737
1988.215,120.336
1988.217,120.353
1988.220,120.189
1988.223,119.904
1988.226,119.74
1988.228,118.785
1988.231,118.564
1988.234,118.679
1988.237,118.9
1988.239,118.907
1988.242,119.073
1988.245,118.336
1988.248,118.637
1988.250,118.696
1988.253,118.621
1988.256,117.705
1988.259,118.08
1988.261,118.095
1988.264,118.024
1988.267,117.517
1988.270,117.416
1988.272,117.44
1988.275,117.942
1988.278,118.238
1988.281,118.624
1988.283,119.25
1988.286,119.354
1988.289,119.58
1988.291,119.337
1988.294,119.388
1988.297,119.493
1988.300,119.406
1988.302,119.838
1988.305,119.609
1988.308,119.297
1988.311,118.775
1988.313,118.784
1988.316,119.051
1988.319,118.984
1988.322,119.669
1988.324,119.771
1988.327,119.931
1988.330,119.18
1988.332,119.218
1988.335,119.376
1988.338,119.646
1988.341,120.046
1988.343,119.748
1988.346,120.123
1988.349,119.898
1988.352,119.862
1988.354,119.828
1988.357,119.341
1988.360,118.998
1988.363,119.339
1988.365,119.61
1988.368,119.675
1988.371,119.928
1988.373,119.598
1988.376,119.285
1988.379,118.62
1988.382,118.272
1988.384,118.331
1988.387,118.811
1988.390,118.648
1988.393,118.458
1988.395,118.743
1988.398,119.11
1988.401,119.101
1988.404,119.401
1988.406,119.439
1988.409,119.074
1988.412,118.26
1988.415,117.288
1988.416,118.172
1988.419,118.234
1988.422,118.33
1988.425,118.472
1988.427,118.374
1988.430,117.836
1988.433,118.069
1988.436,118.33
1988.438,118.343
1988.441,118.779
1988.444,119.2
1988.447,119.63
1988.449,118.883
1988.452,119.538
1988.455,119.655
1988.457,119.799
1988.460,119.861
1988.463,119.222
1988.466,119.297
1988.468,119.251
1988.471,119.373
1988.474,119.15
1988.477,119.405
1988.479,118.488
1988.482,117.242
1988.485,118.016
1988.488,119.249
1988.490,119.079
1988.493,118.464
1988.496,117.758
1988.498,117.392
1988.501,117.56
1988.504,117.716
1988.507,117.972
1988.509,117.984
1988.512,118.054
1988.515,118.215
1988.518,118.218
1988.520,118.463
1988.523,118.132
1988.526,117.867
1988.529,117.042
1988.531,116.493
1988.534,116.826
1988.537,117.584
1988.539,117.582
1988.542,117.524
1988.545,117.815
1988.548,118.302
1988.550,118.314
1988.553,116.367
1988.556,116.596
1988.559,116.029
1988.561,116.369
1988.564,117.201
1988.567,117.558
1988.570,116.245
1988.572,115.646
1988.575,115.836
1988.578,116.03
1988.581,115.645
1988.583,115.666
1988.586,116.09
1988.589,116.328
1988.592,116.456
1988.594,116.906
1988.597,116.276
1988.600,116.473
1988.603,117.214
1988.605,117.626
1988.608,117.524
1988.611,117.593
1988.614,117.369
1988.616,117.228
1988.619,117.208
1988.622,117.145
1988.624,117.315
1988.627,117.478
1988.630,117.973
1988.633,118.528
1988.635,118.235
1988.638,117.727
1988.641,117.667
1988.644,117.583
1988.646,117.605
1988.649,116.826
1988.652,112.995
1988.655,115.424
1988.657,115.508
1988.660,115.616
1988.663,116.465
1988.666,116.499
1988.668,116.179
1988.671,116.468
1988.674,116.562
1988.677,116.7
1988.679,117.0
1988.682,117.038
1988.685,117.02
1988.688,117.134
1988.690,117.522
1988.693,117.619
1988.696,118.95
1988.699,119.105
1988.701,118.893
1988.704,118.848
1988.707,118.809
1988.709,118.399
1988.712,118.198
1988.715,118.155
1988.718,117.517
1988.720,116.938
1988.723,115.52
1988.726,115.799
1988.729,115.984
1988.731,116.061
1988.734,116.641
1988.737,117.219
1988.740,117.289
1988.742,117.347
1988.745,116.146
1988.748,115.946
1988.750,116.297
1988.753,116.762
1988.756,117.107
1988.759,117.435
1988.761,117.097
1988.764,115.726
1988.767,116.211
1988.770,116.7
1988.772,117.831
1988.775,116.941
1988.778,116.575
1988.781,116.642
1988.783,117.225
1988.786,117.407
1988.789,117.498
1988.791,116.348
1988.794,116.608
1988.797,116.747
1988.800,115.749
1988.802,115.873
1988.805,115.946
1988.808,116.488
1988.811,116.837
1988.813,116.723
1988.816,116.763
1988.819,116.733
1988.822,116.428
1988.824,116.638
1988.827,117.088
1988.830,117.293
1988.833,116.42
1988.834,116.68
1988.837,117.775
1988.840,117.53
1988.843,117.29
1988.845,117.611
1988.848,117.462
1988.851,116.336
1988.854,116.976
1988.856,116.666
1988.859,117.155
1988.862,116.748
1988.865,116.259
1988.867,115.816
1988.870,115.041
1988.873,113.762
1988.875,113.75
1988.878,113.843
1988.881,114.7
1988.884,114.572
1988.886,115.135
1988.889,116.259
1988.892,116.321
1988.895,116.796
1988.897,116.605
1988.900,116.069
1988.903,116.965
1988.906,116.787
1988.908,117.36
1988.911,117.958
1988.914,117.373
1988.916,116.615
1988.919,116.973
1988.922,116.193
1988.925,116.241
1988.927,116.309
1988.930,116.716
1988.933,116.799
1988.936,117.169
1988.938,117.627
1988.941,117.271
1988.944,116.843
1988.947,115.753
1988.949,115.227
1988.952,114.941
1988.955,113.356
1988.957,113.375
1988.960,113.576
1988.963,109.738
1988.966,110.764
1988.968,111.33
1988.971,112.17
1988.974,113.084
1988.977,113.718
1988.979,114.351
1988.982,115.205
1988.985,115.146
1988.988,113.806
1988.990,113.462
1988.993,113.675
1988.996,113.917
1988.999,113.161
1989.001,113.935
1989.004,113.795
1989.007,114.112
1989.010,113.693
1989.012,112.402
1989.015,112.322
1989.018,111.873
1989.021,112.867
1989.023,112.935
1989.026,113.432
1989.029,113.176
1989.032,111.557
1989.034,112.37
1989.037,112.828
1989.040,113.084
1989.042,112.574
1989.045,113.003
1989.048,113.671
1989.051,113.897
1989.053,114.255
1989.056,114.463
1989.059,114.506
1989.062,113.923
1989.064,113.76
1989.067,113.972
1989.070,113.594
1989.073,112.718
1989.075,111.863
1989.078,112.31
1989.081,112.454
1989.084,113.426
1989.086,112.549
1989.089,113.444
1989.092,113.685
1989.095,113.243
1989.097,113.126
1989.100,113.69
1989.103,114.043
1989.106,114.24
1989.108,114.531
1989.111,114.545
1989.114,114.589
1989.117,113.564
1989.119,111.792
1989.122,111.679
1989.125,112.297
1989.127,113.549
1989.130,111.924
1989.133,112.301
1989.136,112.91
1989.138,114.498
1989.141,114.272
1989.144,113.962
1989.147,113.072
1989.149,112.051
1989.152,110.896
1989.155,110.873
1989.158,111.487
1989.160,111.897
1989.163,112.52
1989.166,112.056
1989.169,112.492
1989.172,112.039
1989.174,112.664
1989.177,113.042
1989.180,113.447
1989.183,113.479
1989.185,112.777
1989.188,111.319
1989.191,112.252
1989.194,112.096
1989.196,107.115
1989.199,100.816
1989.202,100.324
1989.204,100.743
1989.207,101.362
1989.210,102.579
1989.213,102.317
1989.215,103.553
1989.218,106.39
1989.221,106.757
1989.224,107.714
1989.226,108.499
1989.229,108.506
1989.232,108.962
1989.235,105.764
1989.237,105.838
1989.240,107.964
1989.243,109.119
1989.246,109.633
1989.248,109.833
1989.251,109.831
1989.254,109.993
1989.257,110.211
1989.259,109.779
1989.262,109.355
1989.265,109.668
1989.268,109.326
1989.270,109.825
1989.273,110.441
1989.276,110.924
1989.279,107.958
1989.281,108.51
1989.284,106.831
1989.287,107.854
1989.289,108.572
1989.292,108.002
1989.295,108.281
1989.298,107.556
1989.300,107.889
1989.303,107.657
1989.306,107.778
1989.309,108.895
1989.311,109.27
1989.314,108.769
1989.317,109.758
1989.320,109.742
1989.322,109.698
1989.325,109.2
1989.328,108.875
1989.330,108.55
1989.333,107.996
1989.336,108.09
1989.339,107.817
1989.341,106.354
1989.344,106.763
1989.347,106.122
1989.350,105.578
1989.352,106.193
1989.355,106.356
1989.358,106.843
1989.361,107.479
1989.363,107.965
1989.366,107.678
1989.369,107.395
1989.371,107.359
1989.374,107.868
1989.377,108.207
1989.380,109.297
1989.382,109.362
1989.385,108.907
1989.388,109.182
1989.391,108.027
1989.393,106.294
1989.396,105.042
1989.399,105.634
1989.402,105.987
1989.404,105.995
1989.407,106.184
1989.410,106.73
1989.413,107.455
1989.415,108.047
1989.418,108.585
1989.421,108.838
1989.424,109.133
1989.426,109.076
1989.429,108.93
1989.432,108.507
1989.435,108.344
1989.437,105.414
1989.440,107.694
1989.443,107.759
1989.446,107.012
1989.448,106.611
1989.451,104.591
1989.454,105.385
1989.456,105.896
1989.459,106.678
1989.462,107.441
1989.465,108.175
1989.467,108.88
1989.470,106.844
1989.473,108.113
1989.476,108.885
1989.478,110.192
1989.481,109.945
1989.484,109.705
1989.487,109.302
1989.489,109.779
1989.492,110.164
1989.495,110.697
1989.497,108.88
1989.500,108.104
1989.503,109.359
1989.506,109.367
1989.508,109.45
1989.511,109.451
1989.514,109.536
1989.517,109.954
1989.519,110.049
1989.522,109.949
1989.525,109.863
1989.528,110.16
1989.530,110.22
1989.533,110.285
1989.536,111.044
1989.538,111.417
1989.541,111.068
1989.544,111.889
1989.547,111.973
1989.549,111.89
1989.552,112.517
1989.555,113.05
1989.558,112.844
1989.560,112.726
1989.563,112.387
1989.566,112.001
1989.569,111.946
1989.571,111.904
1989.574,111.322
1989.577,111.087
1989.580,111.601
1989.582,111.611
1989.585,112.053
1989.588,112.058
1989.591,112.17
1989.593,112.16
1989.596,112.071
1989.599,112.432
1989.602,112.352
1989.604,112.193
1989.607,110.8
1989.610,109.997
1989.613,110.4
1989.615,110.924
1989.618,109.378
1989.621,107.964
1989.623,108.363
1989.626,108.225
1989.629,107.836
1989.632,105.729
1989.634,105.443
1989.637,105.977
1989.640,106.39
1989.643,106.895
1989.645,106.976
1989.648,107.218
1989.651,107.214
1989.654,108.406
1989.656,106.637
1989.659,108.771
1989.662,109.185
1989.665,109.611
1989.667,110.154
1989.670,110.128
1989.673,109.8
1989.676,108.523
1989.678,106.67
1989.681,104.251
1989.684,104.601
1989.687,106.216
1989.689,106.071
1989.692,105.703
1989.695,105.793
1989.698,106.132
1989.700,105.646
1989.703,105.22
1989.706,105.861
1989.708,107.492
1989.711,107.314
1989.714,106.69
1989.717,103.154
1989.719,103.816
1989.722,105.569
1989.725,107.957
1989.728,108.2
1989.730,108.792
1989.733,110.266
1989.736,110.824
1989.739,110.354
1989.741,110.036
1989.744,120.899
1989.747,110.576
1989.749,110.566
1989.752,109.255
1989.755,108.5
1989.758,108.677
1989.760,108.337
1989.763,107.661
1989.766,107.45
1989.769,106.378
1989.771,106.27
1989.774,106.065
1989.777,105.977
1989.780,105.826
1989.782,105.48
1989.785,105.752
1989.788,105.706
1989.790,105.93
1989.793,105.875
1989.796,105.895
1989.799,106.397
1989.801,104.495
1989.804,96.53
1989.807,100.25
1989.810,103.16
1989.812,102.917
1989.815,100.601
1989.818,101.867
1989.821,100.304
1989.823,101.215
1989.826,102.686
1989.829,105.308
1989.832,105.433
1989.834,105.426
1989.837,104.745
1989.840,105.601
1989.843,105.862
1989.845,105.236
1989.848,104.473
1989.851,104.3
1989.854,104.019
1989.856,101.27
1989.859,101.297
1989.862,101.293
1989.865,101.715
1989.867,101.965
1989.870,102.919
1989.873,103.775
1989.875,104.338
1989.878,103.867
1989.881,104.976
1989.884,106.286
1989.886,106.424
1989.889,107.212
1989.892,105.821
1989.895,105.947
1989.897,106.389
1989.900,106.083
1989.903,106.203
1989.908,103.332
1989.911,98.429
1989.914,101.702
1989.916,103.681
1989.919,103.542
1989.922,104.265
1989.925,104.36
1989.927,104.956
1989.930,106.039
1989.933,106.89
1989.936,106.724
1989.938,106.398
1989.941,105.351
1989.944,105.219
1989.947,105.918
1989.949,106.778
1989.952,107.031
1989.955,106.715
1989.957,107.0
1989.960,107.008
1989.963,107.094
1989.966,106.953
1989.968,106.884
1989.971,107.13
1989.974,106.738
1989.977,105.92
1989.979,105.895
1989.982,106.291
1989.985,106.471
1989.988,105.818
1989.990,104.833
1989.993,103.253
1989.996,104.25
1989.999,104.933
1990.001,104.838
1990.004,105.728
1990.007,106.277
1990.010,106.63
1990.012,106.436
1990.015,106.789
1990.018,107.366
1990.021,106.743
1990.023,106.958
1990.026,107.741
1990.029,107.856
1990.032,108.281
1990.034,108.425
1990.037,108.362
1990.040,108.235
1990.042,108.14
1990.045,108.183
1990.048,108.037
1990.051,108.321
1990.053,108.403
1990.056,108.583
1990.059,108.608
1990.062,108.841
1990.064,108.291
1990.067,107.931
1990.070,108.206
1990.073,108.428
1990.075,107.402
1990.078,107.807
1990.081,107.778
1990.084,107.715
1990.086,108.117
1990.089,107.987
1990.092,108.086
1990.095,108.561
1990.097,109.203
1990.100,108.751
1990.103,108.388
1990.106,108.545
1990.108,109.142
1990.111,109.525
1990.114,109.454
1990.117,109.822
1990.119,109.721
1990.125,107.653
1990.127,108.489
1990.130,107.399
1990.133,106.512
1990.136,106.611
1990.138,107.087
1990.141,107.67
1990.144,108.016
1990.147,108.159
1990.149,108.397
1990.152,108.838
1990.155,108.402
1990.158,107.979
1990.160,108.034
1990.163,107.988
1990.166,109.058
1990.169,109.545
1990.172,109.707
1990.174,109.424
1990.177,109.147
1990.180,108.81
1990.183,108.392
1990.185,108.263
1990.188,108.692
1990.191,109.021
1990.194,109.604
1990.196,106.506
1990.199,109.176
1990.202,108.943
1990.204,108.647
1990.207,108.354
1990.210,108.457
1990.213,107.771
1990.215,107.532
1990.218,106.032
1990.221,104.022
1990.224,103.817
1990.226,104.198
1990.229,104.978
1990.232,104.957
1990.235,105.514
1990.237,105.543
1990.240,104.829
1990.243,103.652
1990.246,102.41
1990.248,105.692
1990.251,106.38
1990.254,105.591
1990.257,106.093
1990.259,106.625
1990.262,106.727
1990.265,107.983
1990.268,107.898
1990.270,104.095
1990.273,102.398
1990.276,103.573
1990.279,103.495
1990.281,103.704
1990.284,104.366
1990.287,105.177
1990.289,105.605
1990.292,105.572
1990.295,105.706
1990.298,106.054
1990.300,105.869
1990.303,104.368
1990.306,104.514
1990.309,104.0
1990.311,104.114
1990.314,104.322
1990.317,104.453
1990.320,104.516
1990.322,104.657
1990.325,103.453
1990.328,102.873
1990.330,103.95
1990.333,104.144
1990.336,104.977
1990.339,105.123
1990.341,105.147
1990.344,105.863
1990.347,106.35
1990.350,105.666
1990.352,105.933
1990.355,105.715
1990.358,104.984
1990.361,105.787
1990.363,105.858
1990.366,105.616
1990.369,105.319
1990.371,104.975
1990.374,105.204
1990.377,105.898
1990.380,104.463
1990.382,102.498
1990.385,103.119
1990.388,103.289
1990.391,103.972
1990.393,103.985
1990.396,103.635
1990.399,103.619
1990.402,103.804
1990.404,103.885
1990.407,102.318
1990.410,102.348
1990.413,102.304
1990.415,102.829
1990.418,103.402
1990.421,104.225
1990.424,104.333
1990.426,104.727
1990.429,104.652
1990.432,104.578
1990.435,104.321
1990.437,104.742
1990.440,104.852
1990.443,105.487
1990.446,105.398
1990.448,103.706
1990.451,102.882
1990.454,102.241
1990.456,103.584
1990.459,104.701
1990.462,105.771
1990.465,105.573
1990.467,105.838
1990.470,106.806
1990.473,107.838
1990.476,107.795
1990.478,107.358
1990.481,107.001
1990.484,106.825
1990.487,106.701
1990.489,106.431
1990.492,107.596
1990.495,108.018
1990.497,108.115
1990.500,108.223
1990.503,108.975
1990.506,108.377
1990.508,107.524
1990.511,107.337
1990.514,107.753
1990.517,108.267
1990.519,108.132
1990.522,106.993
1990.525,106.382
1990.528,107.476
1990.530,107.991
1990.533,107.544
1990.536,107.244
1990.538,106.884
1990.541,106.229
1990.544,107.789
1990.547,109.448
1990.549,110.046
1990.552,109.395
1990.555,108.918
1990.558,108.122
1990.560,108.138
1990.563,108.102
1990.566,108.255
1990.569,108.892
1990.571,105.74
1990.574,106.446
1990.577,106.856
1990.580,107.391
1990.582,107.582
1990.585,105.268
1990.588,105.478
1990.591,106.399
1990.593,107.103
1990.596,107.788
1990.599,106.741
1990.602,106.794
1990.604,107.231
1990.607,107.85
1990.610,109.077
1990.613,109.887
1990.615,109.613
1990.618,108.58
1990.621,108.358
1990.623,106.944
1990.626,106.185
1990.629,106.023
1990.632,107.128
1990.634,107.464
1990.637,106.014
1990.640,106.483
1990.643,108.206
1990.645,108.002
1990.648,108.222
1990.651,107.288
1990.654,105.582
1990.656,107.666
1990.659,108.578
1990.662,108.453
1990.665,108.145
1990.667,107.679
1990.670,107.686
1990.673,107.962
1990.676,107.563
1990.678,107.759
1990.681,107.62
1990.684,108.005
1990.687,108.484
1990.689,108.585
1990.692,108.358
1990.695,108.153
1990.698,108.585
1990.700,109.131
1990.703,109.352
1990.706,108.713
1990.708,108.889
1990.711,109.474
1990.714,110.133
1990.717,109.186
1990.719,108.433
1990.722,108.608
1990.725,108.81
1990.728,109.052
1990.730,109.08
1990.733,109.617
1990.736,109.457
1990.739,109.112
1990.741,109.352
1990.744,110.417
1990.747,110.801
1990.749,110.956
1990.752,110.942
1990.755,111.064
1990.758,110.313
1990.760,110.06
1990.763,110.564
1990.766,110.764
1990.769,110.583
1990.771,110.054
1990.774,109.446
1990.777,109.123
1990.780,109.527
1990.782,109.862
1990.785,110.037
1990.788,111.306
1990.790,111.66
1990.793,111.488
1990.796,112.197
1990.799,112.237
1990.801,111.796
1990.804,111.713
1990.807,112.182
1990.810,111.819
1990.812,112.248
1990.815,111.858
1990.818,110.762
1990.821,109.278
1990.823,109.367
1990.826,109.299
1990.829,109.696
1990.832,109.683
1990.834,109.972
1990.837,110.831
1990.840,110.683
1990.843,110.841
1990.845,112.005
1990.848,112.228
1990.851,111.653
1990.854,111.139
1990.856,111.115
1990.859,111.149
1990.862,111.166
1990.865,111.374
1990.867,111.397
1990.870,112.205
1990.873,112.615
1990.875,112.506
1990.878,112.598
1990.881,112.711
1990.884,112.85
1990.886,112.904
1990.889,112.385
1990.892,111.873
1990.895,112.017
1990.897,112.335
1990.900,112.45
1990.903,112.046
1990.906,111.703
1990.908,111.685
1990.911,111.934
1990.914,111.588
1990.916,112.691
1990.919,112.58
1990.922,112.284
1990.925,112.591
1990.927,112.447
1990.930,111.963
1990.933,112.117
1990.936,111.693
1990.938,110.013
1990.941,110.319
1990.944,110.29
1990.947,111.052
1990.949,111.737
1990.952,111.601
1990.955,111.608
1990.957,111.572
1990.960,111.724
1990.963,112.02
1990.966,111.888
1990.968,111.814
1990.971,111.831
1990.974,110.839
1990.977,109.933
1990.979,111.015
1990.982,111.914
1990.985,111.501
1990.988,111.579
1990.990,112.095
1990.993,112.896
1990.996,112.412
1990.999,111.667
1991.001,112.949
1991.004,113.06
1991.007,113.054
1991.010,113.358
1991.012,113.148
1991.015,113.303
1991.018,113.512
1991.021,114.417
1991.023,114.26
1991.026,114.141
1991.029,114.204
1991.032,113.883
1991.034,113.901
1991.037,113.138
1991.040,113.5
1991.042,113.938
1991.045,113.741
1991.048,113.404
1991.051,113.735
1991.053,113.844
1991.056,114.108
1991.059,113.847
1991.062,113.988
1991.064,114.225
1991.067,113.8
1991.070,113.52
1991.073,114.205
1991.075,114.219
1991.078,114.411
1991.081,114.561
1991.084,113.433
1991.086,111.983
1991.089,112.311
1991.092,112.31
1991.095,112.446
1991.097,112.403
1991.100,112.956
1991.103,113.63
1991.106,114.0
1991.108,114.074
1991.111,113.37
1991.114,113.402
1991.117,113.516
1991.119,113.648
1991.122,113.903
1991.125,114.361
1991.127,114.502
1991.130,114.832
1991.133,115.049
1991.136,115.043
1991.138,114.612
1991.141,113.848
1991.144,113.413
1991.147,113.166
1991.149,112.808
1991.152,113.356
1991.155,114.296
1991.158,114.213
1991.160,114.211
1991.163,113.91
1991.166,113.853
1991.169,113.89
1991.172,113.715
1991.174,112.856
1991.177,112.119
1991.180,112.286
1991.183,112.101
1991.185,111.925
1991.188,109.476
1991.191,109.523
1991.194,109.146
1991.196,108.267
1991.199,106.193
1991.202,105.569
1991.204,105.696
1991.207,105.903
1991.210,105.392
1991.213,105.814
1991.215,105.955
1991.218,106.823
1991.221,106.35
1991.224,106.828
1991.226,98.119
1991.229,98.779
1991.232,99.861
1991.235,100.61
1991.237,101.619
1991.240,102.204
1991.243,102.358
1991.246,101.569
1991.248,103.234
1991.251,105.0
1991.254,105.663
1991.257,105.487
1991.259,104.566
1991.262,104.787
1991.265,105.26
1991.268,105.218
1991.270,105.505
1991.273,106.042
1991.276,105.812
1991.279,106.51
1991.281,106.668
1991.284,107.138
1991.287,108.884
1991.289,109.446
1991.292,110.123
1991.295,110.602
1991.298,111.096
1991.300,111.088
1991.303,110.756
1991.306,111.661
1991.309,111.801
1991.311,112.02
1991.314,108.988
1991.317,105.389
1991.320,107.297
1991.322,110.192
1991.325,111.372
1991.328,111.086
1991.330,110.427
1991.333,109.33
1991.336,109.255
1991.339,109.402
1991.341,109.588
1991.344,109.622
1991.347,109.102
1991.350,108.834
1991.352,108.866
1991.355,109.382
1991.358,109.34
1991.361,108.98
1991.363,108.37
1991.366,108.427
1991.369,108.627
1991.371,108.675
1991.374,109.162
1991.377,109.694
1991.380,109.403
1991.382,108.308
1991.385,107.191
1991.388,108.242
1991.391,109.98
1991.393,109.428
1991.396,109.355
1991.399,108.163
1991.402,108.126
1991.404,106.368
1991.407,103.799
1991.410,103.779
1991.413,103.233
1991.415,100.345
1991.418,100.779
1991.421,100.86
1991.424,99.672
1991.426,96.559
1991.429,97.211
1991.432,97.821
1991.435,96.075
1991.437,93.458
1991.440,92.751
1991.443,91.977
1991.446,95.529
1991.448,85.639
1991.451,87.781
1991.454,91.588
1991.456,93.031
1991.459,95.294
1991.462,95.98
1991.465,98.613
1991.467,101.023
1991.470,102.521
1991.473,103.675
1991.476,102.883
1991.478,102.315
1991.481,102.454
1991.484,102.844
1991.487,103.299
1991.489,103.44
1991.492,103.439
1991.495,102.534
1991.497,101.602
1991.500,99.401
1991.503,96.211
1991.506,95.399
1991.508,95.864
1991.511,96.465
1991.514,96.883
1991.517,97.05
1991.519,91.492
1991.522,95.473
1991.525,96.956
1991.528,96.983
1991.530,95.311
1991.533,95.47
1991.536,97.229
1991.538,98.193
1991.541,99.927
1991.544,103.433
1991.547,103.791
1991.549,101.742
1991.552,100.575
1991.555,99.459
1991.558,99.1
1991.560,99.972
1991.563,100.35
1991.566,101.153
1991.569,101.998
1991.571,101.933
1991.574,102.271
1991.577,102.961
1991.580,103.146
1991.582,103.807
1991.585,103.226
1991.588,103.692
1991.591,104.213
1991.593,104.156
1991.596,103.237
1991.599,103.956
1991.602,104.309
1991.604,105.925
1991.607,105.624
1991.610,105.816
1991.613,106.292
1991.615,105.049
1991.618,105.179
1991.621,105.385
1991.623,105.566
1991.626,104.635
1991.629,104.73
1991.632,101.034
1991.634,101.903
1991.637,103.0
1991.640,103.309
1991.643,103.941
1991.645,104.348
1991.648,105.215
1991.651,105.337
1991.654,106.235
1991.656,104.013
1991.659,104.418
1991.662,105.475
1991.665,105.295
1991.667,105.45
1991.670,105.995
1991.673,106.146
1991.676,106.407
1991.678,106.777
1991.681,107.353
1991.684,107.935
1991.687,108.65
1991.689,107.997
1991.692,108.487
1991.695,107.624
1991.698,107.801
1991.700,108.053
1991.703,107.164
1991.706,107.13
1991.708,107.904
1991.711,108.524
1991.714,108.815
1991.717,108.602
1991.719,108.826
1991.722,108.852
1991.725,108.683
1991.728,109.329
1991.730,109.753
1991.733,110.11
1991.736,110.406
1991.739,110.588
1991.741,110.192
1991.744,109.979
1991.747,110.382
1991.749,110.397
1991.752,108.836
1991.755,108.333
1991.758,109.194
1991.760,108.663
1991.763,107.728
1991.766,108.574
1991.769,110.291
1991.771,110.405
1991.774,109.152
1991.777,109.723
1991.780,110.375
1991.782,110.593
1991.785,110.677
1991.788,110.994
1991.790,110.493
1991.793,109.984
1991.796,109.353
1991.799,110.162
1991.801,110.378
1991.804,110.256
1991.807,110.293
1991.810,110.863
1991.812,110.544
1991.815,110.838
1991.818,110.068
1991.821,110.293
1991.823,105.658
1991.826,101.149
1991.829,103.154
1991.832,104.763
1991.834,102.912
1991.837,106.072
1991.840,106.482
1991.843,107.816
1991.845,108.803
1991.848,109.965
1991.851,110.748
1991.854,107.689
1991.856,107.175
1991.859,107.317
1991.862,107.892
1991.865,108.117
1991.867,108.034
1991.870,107.744
1991.873,108.966
1991.875,109.289
1991.878,109.378
1991.881,109.683
1991.884,109.815
1991.886,108.332
1991.889,109.483
1991.892,109.77
1991.895,109.37
1991.897,110.089
1991.900,111.226
1991.903,111.615
1991.906,112.56
1991.908,113.529
1991.911,113.729
1991.919,110.545
1991.922,109.818
1991.925,109.875
1991.927,110.014
1991.930,110.377
1991.933,110.509
1991.936,110.821
1991.938,110.492
1991.941,110.349
1991.944,109.376
1991.947,108.95
1991.949,109.089
1991.952,109.015
1991.955,109.351
1991.957,109.74
1991.960,110.558
1991.963,111.34
1991.966,111.294
1991.968,110.633
1991.971,110.527
1991.974,110.721
1991.977,111.404
1991.979,111.24
1991.982,112.684
1991.985,113.502
1991.988,111.972
1991.990,110.723
1991.993,109.244
1991.996,109.62
1991.999,110.178
1992.001,109.495
1992.004,108.124
1992.007,109.749
1992.010,109.546
1992.012,109.068
1992.015,109.06
1992.018,108.963
1992.021,109.22
1992.023,109.457
1992.026,110.141
1992.029,110.899
1992.032,110.019
1992.034,108.803
1992.037,109.179
1992.040,110.279
1992.042,110.763
1992.045,110.957
1992.048,110.894
1992.051,111.288
1992.053,112.044
1992.056,112.483
1992.059,113.786
1992.062,113.751
1992.064,114.486
1992.067,114.471
1992.070,114.036
1992.073,113.788
1992.075,112.114
1992.078,111.531
1992.081,111.212
1992.084,111.065
1992.086,110.113
1992.089,110.107
1992.092,109.353
1992.095,109.689
1992.097,109.803
1992.100,110.627
1992.103,111.501
1992.106,110.146
1992.108,108.065
1992.111,108.882
1992.114,109.47
1992.117,110.681
1992.119,111.112
1992.122,111.185
1992.125,111.132
1992.127,111.538
1992.133,111.159
1992.136,111.256
1992.138,110.755
1992.141,108.978
1992.144,110.306
1992.147,111.692
1992.149,112.211
1992.152,112.177
1992.155,111.993
1992.158,106.492
1992.160,107.934
1992.163,109.404
1992.165,109.73
1992.168,108.703
1992.171,109.822
1992.174,109.446
1992.176,110.711
1992.179,111.513
1992.182,110.929
1992.185,110.713
1992.187,110.477
1992.190,110.858
1992.193,111.124
1992.196,111.257
1992.198,111.553
1992.201,111.455
1992.204,111.89
1992.206,112.269
1992.209,112.08
1992.212,110.199
1992.215,111.347
1992.217,112.529
1992.220,113.667
1992.223,113.424
1992.226,113.788
1992.228,114.177
1992.231,114.297
1992.234,114.198
1992.237,114.406
1992.239,114.774
1992.242,115.427
1992.245,115.304
1992.248,115.572
1992.250,114.906
1992.253,113.876
1992.256,114.502
1992.259,113.96
1992.261,113.319
1992.264,113.668
1992.267,113.479
1992.270,113.6
1992.272,113.882
1992.275,114.281
1992.278,114.314
1992.281,113.708
1992.283,113.859
1992.286,114.373
1992.289,113.918
1992.291,114.888
1992.294,115.179
1992.297,115.728
1992.300,116.275
1992.302,116.681
1992.305,115.998
1992.308,115.931
1992.311,115.545
1992.313,114.953
1992.316,114.407
1992.319,114.258
1992.322,114.059
1992.324,114.74
1992.327,114.41
1992.330,114.281
1992.332,113.566
1992.335,113.307
1992.338,112.957
1992.341,113.796
1992.343,113.267
1992.346,113.549
1992.349,111.867
1992.352,112.852
1992.354,112.663
1992.357,108.059
1992.360,109.516
1992.363,110.561
1992.365,112.491
1992.368,113.39
1992.371,114.723
1992.373,115.878
1992.376,116.009
1992.379,116.223
1992.382,115.782
1992.384,115.244
1992.387,115.678
1992.390,114.392
1992.393,113.275
1992.395,114.377
