Date,MXCO (day)
1998.180,221.17
1998.183,221.53
1998.185,222.036
1998.188,222.245
1998.191,218.643
1998.194,221.748
1998.196,221.726
1998.199,222.215
1998.202,223.073
1998.204,222.986
1998.207,223.301
1998.210,223.922
1998.213,223.722
1998.215,223.798
1998.218,222.292
1998.221,221.693
1998.224,220.999
1998.226,210.966
1998.229,220.725
1998.232,219.826
1998.235,219.811
1998.237,220.43
1998.240,221.548
1998.243,222.402
1998.246,223.202
1998.248,223.913
1998.251,223.633
1998.254,221.736
1998.257,222.316
1998.259,219.757
1998.262,219.867
1998.265,220.143
1998.268,218.044
1998.270,217.355
1998.273,217.732
1998.276,217.964
1998.279,217.766
1998.281,217.801
1998.284,218.095
1998.287,218.465
1998.289,218.888
1998.292,217.132
1998.295,216.179
1998.298,217.019
1998.300,217.258
1998.303,217.413
1998.306,216.823
1998.309,217.49
1998.311,217.821
1998.314,217.45
1998.317,218.111
1998.320,217.398
1998.322,217.132
1998.325,217.044
1998.328,216.999
1998.330,215.65
1998.333,210.92
1998.336,212.326
1998.339,212.934
1998.341,213.169
1998.344,214.875
1998.347,215.467
1998.350,216.907
1998.352,218.218
1998.355,218.885
1998.358,219.869
1998.361,220.113
1998.363,220.212
1998.366,220.66
1998.369,221.018
1998.371,218.622
1998.374,218.057
1998.377,218.858
1998.380,217.768
1998.382,217.081
1998.385,217.47
1998.388,217.269
1998.391,217.368
1998.393,217.411
1998.396,218.143
1998.399,219.128
1998.402,218.97
1998.404,219.58
1998.407,217.674
1998.410,218.297
1998.413,218.686
1998.415,219.315
1998.418,219.993
1998.421,219.218
1998.424,219.086
1998.426,217.936
1998.429,217.167
1998.432,215.107
1998.435,216.778
1998.437,217.845
1998.440,218.452
1998.443,218.704
1998.446,217.944
1998.448,217.816
1998.451,217.283
1998.454,217.439
1998.456,216.224
1998.459,216.421
1998.462,216.807
1998.465,216.922
1998.467,215.747
1998.470,215.828
1998.473,216.384
1998.476,216.27
1998.478,216.398
1998.481,215.277
1998.484,215.8
1998.487,215.716
1998.489,216.19
1998.492,216.872
1998.495,216.986
1998.497,217.566
1998.500,217.251
1998.503,216.152
1998.506,217.372
1998.508,215.589
1998.511,216.654
1998.514,217.185
1998.517,218.471
1998.519,219.939
1998.522,219.803
1998.525,219.248
1998.528,218.446
1998.530,218.558
1998.533,218.922
1998.536,219.35
1998.538,219.436
1998.541,219.322
1998.544,219.194
1998.547,219.437
1998.549,219.067
1998.552,219.419
1998.555,218.173
1998.558,217.878
1998.560,217.11
1998.563,216.89
1998.566,216.722
1998.569,217.344
1998.571,218.102
1998.574,218.268
1998.577,218.842
1998.580,218.737
1998.582,218.019
1998.585,218.037
1998.588,218.094
1998.591,218.953
1998.593,217.25
1998.596,216.736
1998.599,216.955
1998.602,217.479
1998.604,217.685
1998.607,217.385
1998.610,216.916
1998.613,213.695
1998.615,217.712
1998.618,217.339
1998.621,217.06
1998.623,217.433
1998.626,217.553
1998.629,216.984
1998.632,216.667
1998.634,217.471
1998.637,217.057
1998.640,216.02
1998.643,212.831
1998.645,212.933
1998.648,213.253
1998.651,208.26
1998.654,208.943
1998.656,211.378
1998.659,213.184
1998.662,214.241
1998.665,215.739
1998.667,216.002
1998.670,216.769
1998.673,217.419
1998.676,218.145
1998.678,218.885
1998.681,218.809
1998.684,218.082
1998.687,219.505
1998.689,158.429
1998.692,219.004
1998.695,219.057
1998.698,218.878
1998.700,218.132
1998.703,218.568
1998.706,218.41
1998.708,212.604
1998.711,212.088
1998.714,204.769
1998.717,204.336
1998.719,209.778
1998.722,210.154
1998.730,210.759
1998.733,205.512
1998.736,207.29
1998.739,210.452
1998.741,212.069
1998.744,204.328
1998.747,214.332
1998.749,215.133
1998.752,184.831
1998.755,215.569
1998.758,165.698
1998.760,169.713
1998.763,218.278
1998.766,203.651
1998.769,145.926
1998.771,219.401
1998.774,157.509
1998.777,217.655
1998.780,214.942
1998.782,217.231
1998.785,176.832
1998.788,145.293
1998.790,184.004
1998.793,216.482
1998.796,215.839
1998.799,215.255
1998.801,216.239
1998.804,217.303
1998.807,216.105
1998.810,215.491
1998.812,215.482
1998.815,217.57
1998.818,218.243
1998.821,218.985
1998.823,218.855
1998.826,218.772
1998.829,218.664
1998.832,218.5
1998.834,218.809
1998.837,219.259
1998.840,219.679
1998.843,220.374
1998.845,220.208
1998.848,219.541
1998.851,218.892
1998.854,215.604
1998.856,213.816
1998.859,215.141
1998.862,215.673
1998.865,216.14
1998.867,216.656
1998.870,215.858
1998.873,215.126
1998.875,215.972
1998.878,217.403
1998.881,218.17
1998.884,218.748
1998.886,218.399
1998.889,218.649
1998.892,218.633
1998.895,219.084
1998.897,219.183
1998.900,218.524
1998.903,216.591
1998.906,216.098
1998.908,215.679
1998.911,216.629
1998.914,201.661
1998.916,214.054
1998.919,216.209
1998.922,216.685
1998.925,216.996
1998.927,216.961
1998.930,217.473
1998.933,217.144
1998.936,217.44
1998.938,217.99
1998.941,218.901
1998.944,218.988
1998.947,217.161
1998.949,214.449
1998.952,213.409
1998.955,214.785
1998.957,217.743
1998.960,219.127
1998.963,219.529
1998.966,219.037
1998.968,218.835
1998.971,218.18
1998.974,215.679
1998.977,215.05
1998.979,215.683
1998.982,216.173
1998.985,214.708
1998.988,214.04
1998.990,214.469
1998.993,215.209
1998.996,216.464
1998.999,216.274
1999.001,215.53
1999.004,215.818
1999.007,215.986
1999.010,215.786
1999.012,217.1
1999.015,217.143
1999.018,216.464
1999.021,216.066
1999.023,216.536
1999.026,215.971
1999.029,216.035
1999.032,204.251
1999.034,161.231
1999.037,215.508
1999.040,215.875
1999.042,215.396
1999.045,215.187
1999.048,215.619
1999.051,198.606
1999.053,216.525
1999.056,215.756
1999.059,216.472
1999.062,208.811
1999.064,208.082
1999.067,209.2
1999.070,210.013
1999.073,211.232
1999.075,211.93
1999.078,212.539
1999.081,213.268
1999.084,214.41
1999.086,215.251
1999.089,216.097
1999.092,216.725
1999.095,217.038
1999.097,216.891
1999.100,217.346
1999.103,218.253
1999.106,218.654
1999.108,218.659
1999.111,218.657
1999.114,218.729
1999.117,215.422
1999.119,214.423
1999.122,214.055
1999.125,212.774
1999.127,212.447
1999.130,211.829
1999.133,207.651
1999.136,209.491
1999.138,211.172
1999.141,212.524
1999.144,214.398
1999.147,215.25
1999.149,215.411
1999.152,209.221
1999.155,214.512
1999.158,215.102
1999.160,216.282
1999.163,216.217
1999.166,215.72
1999.169,215.809
1999.172,213.155
1999.174,213.453
1999.177,212.878
1999.180,187.203
1999.183,161.018
1999.185,213.805
1999.188,214.184
1999.191,213.85
1999.194,214.661
1999.196,214.615
1999.199,214.803
1999.202,214.746
1999.204,203.477
1999.207,212.666
1999.210,212.308
1999.213,212.334
1999.215,213.894
1999.218,213.212
1999.221,213.85
1999.224,213.486
1999.226,204.995
1999.229,211.289
1999.232,213.8
1999.235,214.051
1999.237,215.095
1999.240,216.222
1999.243,215.911
1999.246,216.173
1999.248,217.421
1999.251,218.422
1999.254,217.578
1999.257,217.087
1999.259,217.326
1999.262,217.413
1999.265,218.013
1999.268,218.247
1999.270,217.852
1999.273,217.487
1999.276,216.866
1999.279,216.231
1999.281,216.724
1999.284,216.605
1999.287,207.334
1999.289,212.769
1999.292,217.505
1999.295,216.915
1999.298,214.918
1999.300,215.533
1999.303,214.597
1999.306,214.368
1999.309,214.927
1999.311,215.51
1999.314,216.544
1999.317,217.401
1999.320,216.464
1999.322,216.886
1999.325,216.108
1999.328,216.159
1999.330,216.314
1999.333,216.884
1999.336,217.371
1999.339,217.725
1999.341,217.409
1999.344,215.576
1999.347,214.824
1999.350,214.808
1999.352,213.928
1999.355,212.895
1999.358,213.44
1999.361,214.161
1999.363,216.216
1999.366,217.325
1999.369,219.286
1999.371,220.247
1999.374,218.809
1999.377,218.448
1999.380,219.498
1999.382,218.643
1999.385,218.222
1999.388,217.041
1999.391,215.176
1999.393,214.642
1999.396,215.648
1999.399,216.735
1999.402,216.685
1999.404,216.058
1999.407,215.56
1999.410,215.903
1999.413,215.997
1999.415,217.438
1999.418,217.401
1999.421,217.264
1999.424,216.597
1999.426,216.192
1999.429,216.15
1999.432,216.545
1999.435,217.253
1999.437,218.189
1999.440,219.413
1999.443,220.717
1999.446,221.681
1999.448,222.621
1999.451,223.527
1999.454,224.362
1999.456,215.202
1999.459,221.376
1999.462,219.376
1999.465,218.198
1999.467,217.776
1999.470,217.36
1999.473,217.282
1999.476,217.313
1999.478,217.62
1999.481,216.905
1999.484,217.536
1999.487,214.139
1999.489,214.647
1999.492,216.164
1999.495,217.274
1999.497,217.549
1999.500,215.515
1999.503,215.134
1999.506,215.741
1999.508,216.07
1999.511,217.522
1999.514,216.684
1999.517,215.834
1999.519,217.039
1999.522,180.818
1999.525,219.162
1999.528,220.668
1999.530,221.191
1999.533,221.191
1999.536,222.065
1999.538,220.505
1999.541,219.686
1999.544,219.514
1999.547,218.928
1999.549,218.685
1999.552,218.985
1999.555,217.679
1999.558,217.65
1999.560,215.849
1999.563,216.26
1999.566,216.93
1999.569,215.226
1999.571,214.391
1999.574,215.051
1999.577,216.124
1999.580,215.562
1999.582,215.532
1999.585,216.493
1999.588,216.913
1999.591,217.115
1999.593,217.88
1999.596,217.563
1999.599,216.65
1999.602,198.998
1999.604,146.569
1999.607,213.327
1999.610,216.611
1999.613,216.497
1999.615,217.125
1999.618,217.25
1999.621,217.067
1999.623,215.957
1999.626,214.552
1999.629,208.483
1999.632,211.928
1999.634,209.085
1999.637,208.328
1999.640,207.402
1999.643,208.412
1999.645,209.129
1999.648,208.989
1999.651,209.769
1999.654,210.393
1999.656,210.638
1999.659,211.075
1999.662,211.84
1999.665,211.529
1999.667,212.458
1999.670,200.989
1999.673,213.427
1999.676,213.649
1999.678,211.852
1999.681,211.956
1999.684,211.718
1999.687,211.901
1999.689,212.523
1999.692,200.879
1999.695,214.072
1999.698,214.738
1999.700,212.996
1999.703,211.691
1999.706,211.745
1999.708,209.884
1999.711,211.209
1999.714,211.53
1999.717,212.767
1999.719,212.558
1999.722,212.517
1999.725,213.026
1999.728,213.612
1999.730,213.054
1999.733,213.221
1999.736,214.67
1999.739,215.482
1999.741,214.134
1999.744,213.553
1999.747,213.851
1999.749,213.963
1999.752,213.821
1999.755,214.341
1999.758,214.685
1999.760,196.132
1999.763,155.655
1999.766,196.672
1999.769,114.985
1999.771,203.675
1999.774,195.976
1999.777,193.583
1999.780,212.183
1999.782,212.403
1999.785,211.74
1999.788,209.91
1999.790,209.844
1999.793,189.574
1999.796,146.801
1999.799,210.983
1999.801,210.812
1999.804,209.625
1999.807,211.018
1999.810,210.636
1999.812,210.802
1999.815,211.014
1999.818,211.929
1999.821,212.778
1999.823,213.832
1999.826,213.242
1999.829,213.253
1999.832,212.81
1999.834,212.775
1999.837,213.89
1999.840,213.977
1999.843,213.732
1999.845,214.306
1999.848,214.861
1999.851,214.775
1999.854,213.784
1999.856,213.404
1999.859,213.592
1999.862,213.198
1999.865,211.863
1999.867,186.501
1999.870,197.386
1999.873,212.161
1999.875,213.211
1999.878,211.09
1999.881,210.88
1999.884,211.626
1999.886,210.678
1999.889,211.674
1999.892,211.543
1999.895,211.865
1999.897,212.474
1999.900,213.218
1999.903,213.242
1999.906,213.63
1999.908,214.424
1999.911,214.756
1999.914,213.884
1999.916,213.038
1999.919,211.499
1999.922,210.576
1999.925,211.758
1999.927,212.105
1999.930,213.096
1999.933,214.007
1999.936,215.337
1999.938,214.936
1999.941,214.146
1999.944,213.681
1999.947,212.047
1999.949,205.473
1999.952,207.577
1999.955,208.895
1999.957,210.54
1999.960,211.357
1999.963,212.587
1999.966,213.286
1999.968,213.914
1999.971,214.202
1999.974,213.731
1999.977,213.74
1999.979,213.484
1999.982,213.221
1999.985,211.747
1999.988,211.013
1999.990,211.591
1999.993,213.195
1999.996,215.108
1999.999,214.215
2000.001,213.388
2000.004,213.091
2000.007,213.445
2000.010,213.43
2000.012,213.487
2000.015,214.004
2000.018,213.471
2000.021,213.763
2000.023,213.937
2000.026,214.151
2000.029,213.007
2000.032,213.129
2000.034,213.57
2000.037,214.509
2000.040,214.693
2000.042,215.241
2000.045,215.489
2000.048,215.727
2000.051,215.651
2000.053,214.907
2000.056,214.143
2000.059,213.509
2000.062,213.658
2000.064,212.678
2000.067,213.344
2000.070,214.039
2000.073,214.265
2000.075,213.822
2000.078,214.028
2000.081,214.178
2000.084,214.036
2000.086,214.495
2000.089,215.502
2000.092,216.231
2000.095,216.182
2000.097,213.932
2000.100,214.451
2000.103,213.748
2000.106,213.609
2000.108,213.888
2000.111,214.922
2000.114,213.652
2000.117,209.898
2000.119,210.038
2000.122,212.621
2000.125,213.334
2000.127,213.737
2000.130,212.963
2000.133,213.192
2000.136,212.914
2000.138,213.32
2000.141,211.94
2000.144,211.981
2000.147,212.791
2000.149,214.213
2000.152,214.602
2000.155,213.995
2000.158,213.641
2000.160,212.738
2000.163,211.443
2000.165,210.939
2000.168,211.816
2000.171,212.572
2000.174,212.805
2000.176,213.309
2000.179,213.079
2000.182,213.275
2000.185,213.249
2000.187,211.792
2000.190,211.081
2000.193,212.212
2000.196,211.73
2000.198,210.892
2000.201,211.571
2000.204,211.969
2000.206,212.545
2000.209,212.515
2000.212,212.764
2000.215,212.825
2000.217,212.492
2000.220,212.786
2000.223,212.072
2000.226,209.64
2000.228,209.08
2000.231,209.383
2000.234,208.707
2000.237,211.517
2000.239,211.573
2000.242,211.651
2000.245,210.586
2000.248,211.608
2000.250,211.503
2000.253,211.06
2000.256,210.48
2000.259,210.496
2000.261,210.974
2000.264,211.757
2000.267,210.569
2000.270,210.566
2000.272,211.759
2000.275,212.775
2000.278,213.418
2000.281,214.631
2000.283,214.476
2000.286,213.877
2000.289,213.931
2000.291,214.572
2000.294,212.263
2000.297,212.639
2000.300,211.81
2000.302,211.965
2000.305,212.413
2000.308,212.393
2000.311,212.817
2000.313,211.954
2000.316,211.833
2000.319,212.531
2000.322,212.867
2000.324,213.022
2000.327,212.671
2000.330,213.617
2000.332,213.068
2000.335,210.444
2000.338,207.651
2000.341,208.6
2000.343,209.371
2000.346,209.382
2000.349,208.278
2000.352,206.651
2000.354,207.443
2000.357,210.178
2000.360,210.936
2000.363,211.56
2000.365,211.212
2000.368,209.242
2000.371,208.947
2000.373,209.228
2000.376,210.212
2000.379,209.805
2000.382,208.779
2000.384,208.737
2000.387,207.796
2000.390,205.662
2000.393,203.968
2000.395,202.101
2000.398,204.047
2000.401,205.85
2000.404,206.626
2000.406,207.608
2000.409,207.623
2000.412,206.81
2000.415,207.22
2000.416,207.498
2000.419,207.784
2000.422,197.994
2000.427,196.882
2000.430,205.409
2000.433,204.328
2000.436,200.221
2000.438,195.934
2000.441,197.437
2000.444,179.975
2000.447,198.581
2000.449,199.493
2000.452,200.628
2000.455,201.287
2000.457,201.991
2000.460,203.47
2000.463,203.604
2000.466,203.049
2000.468,201.993
2000.471,202.711
2000.474,204.747
2000.477,204.864
2000.479,203.554
2000.482,205.405
2000.485,204.818
2000.488,205.8
2000.490,206.622
2000.493,207.361
2000.496,208.197
2000.498,209.193
2000.501,208.696
2000.504,209.685
2000.507,209.833
2000.509,209.584
2000.512,208.633
2000.515,208.163
2000.518,208.908
2000.520,209.305
2000.523,207.511
2000.526,204.959
2000.529,205.118
2000.531,200.529
2000.534,195.369
2000.537,195.158
2000.539,190.167
2000.542,194.23
2000.545,197.387
2000.548,199.501
2000.550,196.787
2000.553,198.235
2000.556,199.678
2000.559,200.022
2000.561,201.048
2000.564,201.519
2000.567,201.929
2000.570,203.147
2000.572,203.027
2000.575,201.706
2000.578,202.929
2000.581,205.943
2000.583,207.059
2000.586,207.009
2000.589,207.281
2000.592,206.423
2000.594,204.096
2000.597,202.869
2000.600,203.498
2000.603,203.68
2000.605,203.445
2000.608,202.434
2000.611,201.808
2000.614,201.803
2000.616,202.067
2000.619,202.657
2000.622,202.044
2000.624,203.353
2000.627,205.534
2000.630,206.759
2000.633,207.919
2000.635,208.073
2000.638,208.614
2000.641,209.054
2000.644,208.641
2000.646,208.241
2000.649,207.986
2000.652,209.333
2000.655,210.023
2000.657,210.016
2000.660,208.834
2000.663,208.574
2000.666,209.407
2000.668,210.167
2000.671,210.319
2000.674,208.445
2000.677,209.462
2000.679,209.997
2000.682,209.901
2000.685,209.055
2000.688,208.097
2000.690,207.82
2000.693,207.665
2000.696,208.202
2000.699,208.234
2000.701,209.349
2000.704,208.115
2000.707,205.176
2000.709,205.872
2000.712,206.601
2000.715,199.809
2000.718,203.117
2000.720,205.639
2000.723,207.049
2000.726,207.716
2000.729,209.323
2000.731,210.834
2000.734,210.957
2000.737,210.355
2000.740,210.038
2000.742,210.421
2000.745,209.607
2000.748,211.33
2000.750,210.544
2000.753,210.962
2000.756,211.313
2000.759,210.578
2000.761,210.838
2000.764,210.273
2000.767,208.402
2000.770,209.128
2000.772,209.631
2000.775,211.505
2000.778,212.925
2000.781,214.19
2000.783,211.472
2000.786,211.736
2000.789,211.855
2000.791,211.865
2000.794,211.894
2000.797,212.389
2000.800,212.769
2000.802,212.647
2000.805,212.7
2000.808,213.473
2000.811,213.827
2000.813,214.412
2000.816,214.744
2000.819,215.247
2000.822,215.176
2000.824,212.027
2000.827,207.235
2000.830,207.399
2000.833,209.172
2000.834,208.301
2000.837,208.453
2000.840,208.497
2000.843,207.992
2000.845,209.38
2000.848,209.984
2000.851,203.708
2000.854,206.166
2000.856,207.299
2000.859,207.248
2000.862,205.637
2000.865,207.447
2000.867,208.195
2000.870,208.159
2000.873,208.331
2000.875,208.133
2000.878,209.223
2000.881,210.446
2000.884,211.13
2000.886,211.764
2000.889,211.998
2000.892,211.505
2000.895,209.349
2000.897,209.44
2000.900,209.311
2000.903,208.53
2000.906,203.663
2000.908,202.714
2000.911,201.305
2000.914,202.752
2000.916,205.081
2000.919,206.741
2000.922,206.432
2000.925,206.392
2000.927,207.162
2000.930,207.486
2000.933,208.731
2000.936,209.515
2000.938,210.149
2000.941,210.735
2000.944,210.988
2000.947,211.558
2000.949,212.076
2000.952,212.307
2000.955,212.927
2000.957,213.393
2000.960,213.513
2000.963,212.513
2000.966,212.057
2000.968,211.684
2000.971,211.738
2000.974,211.223
2000.977,211.928
2000.979,206.836
2000.982,209.826
2000.985,209.912
2000.988,209.414
2000.990,210.623
2000.993,211.956
2000.996,211.541
2000.999,211.37
2001.001,211.634
2001.004,211.145
2001.007,211.543
2001.010,211.811
2001.012,211.592
2001.015,211.931
2001.018,212.278
2001.021,211.944
2001.023,212.116
2001.026,212.241
2001.029,212.88
2001.032,213.714
2001.034,213.469
2001.037,212.396
2001.040,212.97
2001.042,212.837
2001.045,211.581
2001.048,211.596
2001.051,212.377
2001.053,213.551
2001.056,214.338
2001.059,213.231
2001.062,212.111
2001.064,211.319
2001.067,211.182
2001.070,212.051
2001.073,212.886
2001.075,213.346
2001.078,212.797
2001.081,212.713
2001.084,213.392
2001.086,212.869
2001.089,213.956
2001.092,214.358
2001.095,214.712
2001.097,214.239
2001.100,214.176
2001.103,214.728
2001.106,215.349
2001.108,215.085
2001.111,215.697
2001.114,215.437
2001.117,215.587
2001.119,214.625
2001.122,215.165
2001.125,215.702
2001.127,215.944
2001.130,216.539
2001.133,216.639
2001.136,216.598
2001.138,215.762
2001.141,216.03
2001.144,216.477
2001.147,217.529
2001.149,217.427
2001.152,217.469
2001.155,218.028
2001.158,218.073
2001.160,217.371
2001.163,217.758
2001.166,217.699
2001.169,216.926
2001.172,215.332
2001.174,215.977
2001.177,215.582
2001.180,216.611
2001.183,217.363
2001.185,217.832
2001.188,218.455
2001.191,218.531
2001.194,218.83
2001.196,218.68
2001.199,219.025
2001.202,218.867
2001.204,218.243
2001.207,217.92
2001.210,217.069
2001.213,216.724
2001.215,215.642
2001.218,215.329
2001.221,216.434
2001.224,216.939
2001.226,217.353
2001.229,217.765
2001.232,217.58
2001.235,213.499
2001.237,211.542
2001.240,212.839
2001.243,214.357
2001.246,213.57
2001.248,210.444
2001.251,211.594
2001.254,212.602
2001.257,212.673
2001.259,208.703
2001.262,211.851
2001.265,210.937
2001.268,205.812
2001.270,205.552
2001.273,207.355
2001.276,207.898
2001.279,195.795
2001.281,197.502
2001.284,201.059
2001.287,203.232
2001.289,205.751
2001.292,208.329
2001.295,207.533
2001.298,208.651
2001.300,209.641
2001.303,211.453
2001.306,210.406
2001.309,212.457
2001.311,212.615
2001.314,211.796
2001.317,211.138
2001.320,210.594
2001.322,206.815
2001.325,201.475
2001.328,203.344
2001.330,205.291
2001.333,207.25
2001.336,208.549
2001.339,208.965
2001.341,210.851
2001.344,211.73
2001.347,212.191
2001.350,211.672
2001.352,212.839
2001.355,213.73
2001.358,213.642
2001.361,210.928
2001.363,211.362
2001.366,210.848
2001.369,211.153
2001.371,211.879
2001.374,212.654
2001.377,213.354
2001.380,213.891
2001.382,213.376
2001.385,213.267
2001.388,212.083
2001.391,208.85
2001.393,208.16
2001.396,207.568
2001.399,208.24
2001.402,208.7
2001.404,205.329
2001.407,207.382
2001.410,207.67
2001.413,210.781
2001.415,212.544
2001.418,210.766
2001.421,210.39
2001.424,211.575
2001.426,212.513
2001.429,213.018
2001.432,211.921
2001.435,211.204
2001.437,210.987
2001.440,210.715
2001.443,211.353
2001.446,211.182
2001.448,211.57
2001.451,211.807
2001.454,212.154
2001.456,212.38
2001.459,212.661
2001.462,212.057
2001.465,210.348
2001.467,209.531
2001.470,210.462
2001.473,210.392
2001.476,208.201
2001.478,202.857
2001.481,197.006
2001.484,202.585
2001.487,211.749
2001.489,212.106
2001.492,211.657
2001.495,212.422
2001.497,212.011
2001.500,211.726
2001.503,209.863
2001.506,209.721
2001.508,209.739
2001.511,210.912
2001.514,211.319
2001.517,211.503
2001.519,211.726
2001.522,212.386
2001.525,212.198
2001.528,212.657
2001.530,213.11
2001.533,213.509
2001.536,214.492
2001.538,214.509
2001.541,213.092
2001.544,213.557
2001.547,213.987
2001.549,212.595
2001.552,212.602
2001.555,211.661
2001.558,212.56
2001.560,180.215
2001.563,185.586
2001.566,211.544
2001.569,208.937
2001.571,211.636
2001.574,211.433
2001.577,210.843
2001.580,211.374
2001.582,210.358
2001.585,209.899
2001.588,209.395
2001.591,209.06
2001.593,210.406
2001.596,210.198
2001.599,209.695
2001.602,210.515
2001.604,211.175
2001.607,211.625
2001.610,211.525
2001.613,211.64
2001.615,205.895
2001.618,210.441
2001.621,211.723
2001.623,212.293
2001.626,210.768
2001.629,207.685
2001.632,208.302
2001.634,209.402
2001.637,209.701
2001.640,206.605
2001.643,209.046
2001.645,209.267
2001.648,206.724
2001.651,208.571
2001.654,206.649
2001.656,200.111
2001.659,197.753
2001.662,202.362
2001.665,204.941
2001.667,206.337
2001.670,207.185
2001.673,208.487
2001.676,203.829
2001.678,201.605
2001.681,142.734
2001.684,141.769
2001.687,141.71
2001.689,142.436
2001.692,156.941
2001.695,211.845
2001.698,212.241
2001.700,212.202
2001.703,210.678
2001.706,210.628
2001.708,211.197
2001.711,212.185
2001.714,211.713
2001.717,211.973
2001.719,212.7
2001.722,212.708
2001.725,212.828
2001.728,212.936
2001.730,210.997
2001.733,209.292
2001.736,200.114
2001.739,202.094
2001.741,205.132
2001.744,206.561
2001.747,203.522
2001.749,199.688
2001.752,202.931
2001.755,204.746
2001.758,205.233
2001.760,206.78
2001.763,207.483
2001.766,207.665
2001.769,209.12
2001.771,208.738
2001.774,211.094
2001.777,212.831
2001.780,205.715
2001.782,207.326
2001.785,208.195
2001.788,208.767
2001.790,209.839
2001.793,210.457
2001.796,211.298
2001.799,213.156
2001.801,213.339
2001.804,213.354
2001.807,209.311
2001.810,210.581
2001.812,211.517
2001.815,211.238
2001.818,210.568
2001.821,210.889
2001.823,209.771
2001.826,209.632
2001.829,211.228
2001.832,211.719
2001.834,214.016
2001.837,213.694
2001.840,214.216
2001.843,214.72
2001.845,214.981
2001.848,207.836
2001.851,207.88
2001.854,210.802
2001.856,211.961
2001.859,212.727
2001.862,213.972
2001.865,213.804
2001.867,213.844
2001.870,213.511
2001.873,213.945
2001.875,213.519
2001.878,214.294
2001.881,214.908
2001.884,215.288
2001.886,213.425
2001.889,212.662
2001.892,211.166
2001.895,211.464
2001.897,209.49
2001.900,204.343
2001.903,208.349
2001.906,210.517
2001.908,212.466
2001.911,213.552
2001.914,214.242
2001.916,213.793
2001.919,214.076
2001.922,213.53
2001.925,209.165
2001.927,208.902
2001.930,208.728
2001.933,209.451
2001.936,210.836
2001.938,212.086
2001.941,213.597
2001.944,213.828
2001.947,214.285
2001.949,215.337
2001.952,215.503
2001.955,214.126
2001.957,209.921
2001.960,209.029
2001.963,210.568
2001.966,212.898
2001.968,213.18
2001.971,213.552
2001.974,213.403
2001.977,214.208
2001.979,214.31
2001.982,214.212
2001.985,213.438
2001.988,213.071
2001.990,212.865
2001.993,210.684
2001.996,212.785
2001.999,205.073
2002.001,203.543
2002.004,204.1
2002.007,204.401
2002.010,205.149
2002.012,206.822
2002.015,208.328
2002.018,208.893
2002.021,210.5
2002.023,210.702
2002.026,211.29
2002.029,205.789
2002.032,206.157
2002.034,205.563
2002.037,205.838
2002.040,207.57
2002.042,208.987
2002.045,210.412
2002.048,212.131
2002.051,212.215
2002.053,212.338
2002.056,210.723
2002.059,211.029
2002.062,211.734
2002.064,211.79
2002.067,211.774
2002.070,211.98
2002.073,212.139
2002.075,209.362
2002.078,207.909
2002.081,207.665
2002.084,207.98
2002.086,207.615
2002.089,209.392
2002.092,209.929
2002.095,210.826
2002.097,211.357
2002.100,212.245
2002.103,212.868
2002.106,213.118
2002.111,215.146
2002.114,214.942
2002.117,214.532
2002.119,214.596
2002.122,214.858
2002.125,215.337
2002.127,216.269
2002.130,215.887
2002.133,215.429
2002.136,215.261
2002.138,215.59
2002.141,214.512
2002.144,212.405
2002.147,212.245
2002.149,212.349
2002.152,212.264
2002.155,212.311
2002.158,212.39
2002.160,212.623
2002.163,212.688
2002.166,211.997
2002.169,213.141
2002.172,212.895
2002.174,212.636
2002.177,212.909
2002.180,213.018
2002.183,213.866
2002.185,214.361
2002.188,214.966
2002.191,214.552
2002.194,213.298
2002.196,213.742
2002.199,214.359
2002.202,214.689
2002.204,214.372
2002.207,214.288
2002.210,214.629
2002.213,210.365
2002.215,209.575
2002.218,209.0
2002.221,207.065
2002.224,206.574
2002.226,206.404
2002.229,206.463
2002.232,207.396
2002.235,208.885
2002.237,209.973
2002.240,211.014
2002.243,207.041
2002.246,210.426
2002.248,210.493
2002.251,211.136
2002.254,211.681
2002.257,211.924
2002.259,212.04
2002.262,212.398
2002.265,213.397
2002.268,214.173
2002.270,214.357
2002.273,213.295
2002.276,212.708
2002.279,211.099
2002.281,213.098
2002.284,213.905
2002.287,213.404
2002.289,213.39
2002.292,211.724
2002.295,209.259
2002.298,208.629
2002.300,208.353
2002.303,209.409
2002.306,209.565
2002.309,208.566
2002.311,207.596
2002.317,208.828
2002.320,209.749
2002.322,211.47
2002.325,212.171
2002.328,211.696
2002.330,212.562
2002.333,214.481
2002.336,214.609
2002.339,214.506
2002.341,214.641
2002.344,214.613
2002.347,214.616
2002.350,213.756
2002.352,214.345
2002.355,213.469
2002.358,212.779
2002.361,211.713
2002.363,212.07
2002.366,211.843
2002.369,209.66
2002.371,209.858
2002.374,210.451
2002.377,211.207
2002.380,208.73
2002.382,208.012
2002.385,207.589
2002.388,208.12
2002.391,206.053
2002.393,206.67
2002.396,209.446
2002.399,208.913
2002.402,209.476
2002.404,208.475
2002.407,209.124
2002.410,210.61
2002.413,211.335
2002.415,212.205
2002.418,211.788
2002.421,210.808
2002.424,210.877
2002.426,211.117
2002.429,211.265
2002.432,211.861
2002.435,211.174
2002.437,212.028
2002.440,211.611
2002.443,210.746
2002.446,210.743
