NEUTRON MONITOR DATA downloaded from HVO:
Selected station: MXCO 
column 1 - Date in fraction of year.
column 2 - Time resolution 1 carr.

2012.701	225.466
2012.778	225.559
2012.851	224.883
2012.925	225.932
2012.999	226.895
2013.075	223.928
2013.149	224.971
2013.224	225.599
2013.300	223.619
2013.374	220.541
2013.448	222.046
2013.522	222.861
2013.599	223.207
2013.673	223.134
2013.747	224.787
2013.823	223.539
2013.897	225.0
2013.971	224.777
2014.045	224.396
2014.122	222.185
2014.196	225.073
2014.270	224.508
2014.344	225.09
2014.421	222.93
2014.495	223.457
2014.569	224.529
2014.645	223.016
2014.719	222.618
2014.793	219.607
2014.867	220.333
2014.944	218.542
2015.018	221.342
2015.092	221.412
2015.166	219.513
2015.243	220.9
2015.317	222.0
2015.391	223.196
2015.467	220.623
2015.541	223.445
2015.615	222.763
2015.689	222.385
2015.766	223.035
2015.840	223.202
2015.914	223.815
2015.988	224.439
2016.064	226.82
2016.138	227.527
2016.212	227.565
2016.289	226.743
2016.363	227.689
2016.436	227.29
2016.509	226.984
2016.586	227.537
2016.660	228.085
2016.734	228.666
2016.811	228.518
2016.884	229.048
2016.957	229.631
2017.032	230.973
2017.108	231.839
2017.183	232.151
2017.257	230.841
2017.330	231.19
2017.407	231.608
2017.481	230.223
2017.555	228.866
2017.632	228.186
2017.706	227.258
2017.780	229.197
2017.854	228.86
2017.930	229.992
2018.004	231.19
2018.078	231.896
2018.152	232.228
2018.229	232.356
2018.303	231.198
2018.377	231.816
2018.454	231.288
2018.528	231.651
2018.602	231.538
2018.676	231.453
2018.752	230.563
2018.826	229.099
2018.900	229.289
2018.977	229.554
2019.051	230.228
2019.125	231.101
2019.199	230.798
2019.276	230.59
2019.350	229.323
2019.424	229.62
2019.497	229.127
2019.574	229.099
2019.648	229.758
2019.722	229.841
2019.799	229.26
2019.873	229.709
2019.947	229.37
2020.021	229.912
2020.097	230.792
2020.171	231.455
2020.245	231.717
2020.319	231.121
2020.395	231.156
2020.468	228.81
2020.542	229.616
2020.619	227.209
2020.693	229.488
2020.767	221.762
2020.840	229.028
2020.916	228.659
2020.990	229.041
2021.064	229.932
2021.138	230.434
2021.215	230.891
2021.289	230.574
2021.363	229.99
